"income_group","year","High income","Low income","Lower middle income","Upper middle income"
"Upper middle income",2059,0.999977196102703,0,0,0
"Upper middle income",2060,0.999977196102703,0,0,0
"Upper middle income",2061,0.999977196102703,0,0,0
"Upper middle income",2062,0.999977196102703,0,0,0
"Upper middle income",2063,0.999977196102703,0,0,0
"Upper middle income",2064,0.999977196102703,0,0,0
"Upper middle income",2065,0.999977196102703,0,0,0
"Upper middle income",2066,0.999977196102703,0,0,0
"Upper middle income",2067,0.999977196102703,0,0,0
"Upper middle income",2068,0.999977196102703,0,0,0
"Upper middle income",2069,0.999977196102703,0,0,0
"Upper middle income",2070,0.999977196102703,0,0,0
"Upper middle income",2071,0.999977196102703,0,0,0
"Upper middle income",2072,0.999977196102703,0,0,0
"Upper middle income",2073,0.999977196102703,0,0,0
"Upper middle income",2074,0.999977196102703,0,0,0
"Upper middle income",2075,0.999977196102703,0,0,0
"Upper middle income",2076,0.999977196102703,0,0,0
"Upper middle income",2077,0.999977196102703,0,0,0
"Upper middle income",2078,0.999977196102703,0,0,0
"Upper middle income",2079,0.999977196102703,0,0,0
"Upper middle income",2080,0.999977196102703,0,0,0
"Upper middle income",2081,0.999977196102703,0,0,0
"Upper middle income",2082,0.999977196102703,0,0,0
"Upper middle income",2083,0.999977196102703,0,0,0
"Upper middle income",2084,0.999977196102703,0,0,0
"Upper middle income",2085,0.999977196102703,0,0,0
"Upper middle income",2086,0.999977196102703,0,0,0
"Upper middle income",2087,0.999977196102703,0,0,0
"Upper middle income",2088,0.999977196102703,0,0,0
"Upper middle income",2089,0.999977196102703,0,0,0
"Upper middle income",2090,0.999977196102703,0,0,0
"Upper middle income",2091,0.999977196102703,0,0,0
"Upper middle income",2092,0.999977196102703,0,0,0
"Upper middle income",2093,0.999977196102703,0,0,0
"Upper middle income",2094,0.999977196102703,0,0,0
"Upper middle income",2095,0.999977196102703,0,0,0
"Upper middle income",2096,0.999977196102703,0,0,0
"Upper middle income",2097,0.999977196102703,0,0,0
"Upper middle income",2098,0.999977196102703,0,0,0
"Upper middle income",2099,0.999977196102703,0,0,0
"Upper middle income",2100,0.999977196102703,0,0,0
"Upper middle income",2101,0.999977196102703,0,0,0
"Upper middle income",2102,0.999977196102703,0,0,0
"Upper middle income",2103,0.999977196102703,0,0,0
"Upper middle income",2104,0.999977196102703,0,0,0
"Upper middle income",2105,0.999977196102703,0,0,0
"Upper middle income",2106,0.999977196102703,0,0,0
"Upper middle income",2107,0.999977196102703,0,0,0
"Upper middle income",2108,0.999977196102703,0,0,0
"Upper middle income",2109,0.999977196102703,0,0,0
"Upper middle income",2110,0.999977196102703,0,0,0
"Upper middle income",2111,0.999977196102703,0,0,0
"Upper middle income",2112,0.999977196102703,0,0,0
"Upper middle income",2113,0.999977196102703,0,0,0
"Upper middle income",2114,0.999977196102703,0,0,0
"Upper middle income",2115,0.999977196102703,0,0,0
"Upper middle income",2116,0.999977196102703,0,0,0
"Upper middle income",2117,0.999977196102703,0,0,0
"Upper middle income",2118,0.999977196102703,0,0,0
"Upper middle income",2119,0.999977196102703,0,0,0
"Upper middle income",2120,0.999977196102703,0,0,0
"Upper middle income",2121,0.999977196102703,0,0,0
"Upper middle income",2122,0.999977196102703,0,0,0
"Upper middle income",2123,0.999977196102703,0,0,0
"Upper middle income",2124,0.999977196102703,0,0,0
"Upper middle income",2125,0.999977196102703,0,0,0
"Upper middle income",2126,0.999977196102703,0,0,0
"Upper middle income",2127,0.999977196102703,0,0,0
"Upper middle income",2128,0.999977196102703,0,0,0
"Upper middle income",2129,0.999977196102703,0,0,0
"Upper middle income",2130,0.999977196102703,0,0,0
"Upper middle income",2131,0.999977196102703,0,0,0
"Upper middle income",2132,0.999977196102703,0,0,0
"Upper middle income",2133,0.999977196102703,0,0,0
"Upper middle income",2134,0.999977196102703,0,0,0
"Upper middle income",2135,0.999977196102703,0,0,0
"Upper middle income",2136,0.999977196102703,0,0,0
"Upper middle income",2137,0.999977196102703,0,0,0
"Upper middle income",2138,0.999977196102703,0,0,0
"Upper middle income",2139,0.999977196102703,0,0,0
"Upper middle income",2140,0.999977196102703,0,0,0
"Upper middle income",2141,0.999977196102703,0,0,0
"Upper middle income",2142,0.999977196102703,0,0,0
"Upper middle income",2143,0.999977196102703,0,0,0
"Upper middle income",2144,0.999977196102703,0,0,0
"Upper middle income",2145,0.999977196102703,0,0,0
"Upper middle income",2146,0.999977196102703,0,0,0
"Upper middle income",2147,0.999977196102703,0,0,0
"Upper middle income",2148,0.999977196102703,0,0,0
"Upper middle income",2149,0.999977196102703,0,0,0
"Upper middle income",2150,0.999977196102703,0,0,0
"Upper middle income",2151,0.999977196102703,0,0,0
"Upper middle income",2152,0.999977196102703,0,0,0
"Upper middle income",2153,0.999977196102703,0,0,0
"Upper middle income",2154,0.999977196102703,0,0,0
"Upper middle income",2155,0.999977196102703,0,0,0
"Upper middle income",2156,0.999977196102703,0,0,0
"Upper middle income",2157,0.999977196102703,0,0,0
"Upper middle income",2158,0.999977196102703,0,0,0
"Upper middle income",2159,0.999977196102703,0,0,0
"Upper middle income",2160,0.999977196102703,0,0,0
"Upper middle income",2161,0.999977196102703,0,0,0
"Upper middle income",2162,0.999977196102703,0,0,0
"Upper middle income",2163,0.999977196102703,0,0,0
"Upper middle income",2164,0.999977196102703,0,0,0
"Upper middle income",2165,0.999977196102703,0,0,0
"Upper middle income",2166,0.999977196102703,0,0,0
"Upper middle income",2167,0.999977196102703,0,0,0
"Upper middle income",2168,0.999977196102703,0,0,0
"Upper middle income",2169,0.999977196102703,0,0,0
"Upper middle income",2170,0.999977196102703,0,0,0
"Upper middle income",2171,0.999977196102703,0,0,0
"Upper middle income",2172,0.999977196102703,0,0,0
"Upper middle income",2173,0.999977196102703,0,0,0
"Upper middle income",2174,0.999977196102703,0,0,0
"Upper middle income",2175,0.999977196102703,0,0,0
"Upper middle income",2176,0.999977196102703,0,0,0
"Upper middle income",2177,0.999977196102703,0,0,0
"Upper middle income",2178,0.999977196102703,0,0,0
"Upper middle income",2179,0.999977196102703,0,0,0
"Upper middle income",2180,0.999977196102703,0,0,0
"Upper middle income",2181,0.999977196102703,0,0,0
"Upper middle income",2182,0.999977196102703,0,0,0
"Upper middle income",2183,0.999977196102703,0,0,0
"Upper middle income",2184,0.999977196102703,0,0,0
"Upper middle income",2185,0.999977196102703,0,0,0
"Upper middle income",2186,0.999977196102703,0,0,0
"Upper middle income",2187,0.999977196102703,0,0,0
"Upper middle income",2188,0.999977196102703,0,0,0
"Upper middle income",2189,0.999977196102703,0,0,0
"Upper middle income",2190,0.999977196102703,0,0,0
"Upper middle income",2191,0.999977196102703,0,0,0
"Upper middle income",2192,0.999977196102703,0,0,0
"Upper middle income",2193,0.999977196102703,0,0,0
"Upper middle income",2194,0.999977196102703,0,0,0
"Upper middle income",2195,0.999977196102703,0,0,0
"Upper middle income",2196,0.999977196102703,0,0,0
"Upper middle income",2197,0.999977196102703,0,0,0
"Upper middle income",2198,0.999977196102703,0,0,0
"Upper middle income",2199,0.999977196102703,0,0,0
"Upper middle income",2200,0.999977196102703,0,0,0
